"Account_Number","Batch_Number","Lab_Number","PosNo","Assoc_Number","Line_Number","Date_Sampled","Date_Received","Date_Reported","Grower","Field_ID","Sample_ID","Submitted_by","Company","Address_1","Address_2","City_State_Zip","Depth_1","Depth_2","Depth_3","Soil_pH","Buffer_pH","Lime_Legume_T_A","Lime_Non_T_A","Excess_Lime","Soluble_Salts","OM_pct","NO3_D1_ppm","NO3_D1_lbs_A","NO3_D2_ppm","NO3_D2_lbs_A","NO3_D3_ppm","NO3_D3_lbs_A","NO3_Total_lbs_A","NO3_Total_Depth","Bray_P1_ppm","Bicarb_P_ppm","Bray_P2_ppm","Mehlich2_P_ppm","Mehlich3_P_ppm","SO4_ppm","ExchK_ppm","ExchCa_ppm","ExchMg_ppm","ExchNa_ppm","Zn_ppm","Fe_ppm","Mn_ppm","Cu_ppm","Boron_ppm","CEC_me_100g","Base_Sat_pct","H_Sat_pct","Ca_Sat_pct","Mg_Sat_pct","K_Sat_pct","Na_Sat_pct","SOL_Ca_me_L","SOL_Mg_me_L","SOL_Na_me_L","SAR","ESP","Gypsum_T_A","Sand_pct","Silt_pct","Clay_pct","Soil_Texture","Cl_D1_ppm","Cl_D1_lbs_A","Cl_D2_ppm","Cl_D2_lbs_A","Cl_Total_lbs_A","NH4_D1_ppm","NH4_D1_lbs_A","Al_ppm","Total_Nitrogen_pct","xCrop_Name","xCrop_Yield_Unit","xRec_N_lbs_A","xRec_P2O5_lbs_A","xRec_K2O_lbs_A","xRec_S_lbs_A","xRec_Zn_lbs_A","xRec_MgO_lbs_A","xRec_Fe_lbs_A","xRec_Mn_lbs_A","xRec_Cu_lbs_A","xRec_B_lbs_A","xRec_Cl_lbs_A","xRec_Lime_T_A","HM_As_ppm","HM_Ba_ppm","HM_Cd_ppm","HM_Cr_ppm","HM_Co_ppm","HM_Pb_ppm","HM_Mo_ppm","HM_Ni_ppm","HM_Se_ppm","HM_Ag_ppm"
"42150","062403","507952","","203772","1","","6/24/2003","6/26/2003","PCP","","F6          0 12","DR MITCH JOHNS","","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY CHICO","CHICO CA 95929-0310","0-12","","","7.3","","","","N","0.98","1.5","31.2","112","","","","","112","","","16","","","","11","384","1280","176","162","1.3","48.3","13.8","2.6","","9.6","100","0","68","15","10","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","062403","507953","","203772","2","","6/24/2003","6/26/2003","PCP","","F6          12 24","DR MITCH JOHNS","","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY CHICO","CHICO CA 95929-0310","0-12","","","7.8","","","","N","0.34","0.5","2.0","7","","","","","7","","","6","","","","10","170","1030","261","256","0.5","24.3","12.5","2.5","","8.9","100","0","57","25","5","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","062403","507954","","203772","3","","6/24/2003","6/26/2003","PCP","","F6          24 36","DR MITCH JOHNS","","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY CHICO","CHICO CA 95929-0310","0-12","","","7.7","","","","N","0.34","0.5","0.3","1","","","","","1","","","6","","","","12","160","730","180","289","0.4","23.9","25.9","3.0","","6.8","100","0","54","22","6","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","062403","507955","","203772","4","","6/24/2003","6/26/2003","PCP","","F6          36 48","DR MITCH JOHNS","","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY CHICO","CHICO CA 95929-0310","0-12","","","7.6","","","","N","0.36","0.9","0.3","1","","","","","1","","","7","","","","11","121","870","232","386","0.7","46.9","52.3","3.7","","8.3","100","0","53","23","4","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","062403","507956","","203773","1","","6/24/2003","6/26/2003","PCP","","F7          0 12","DR MITCH JOHNS","","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY CHICO","CHICO CA 95929-0310","0-12","","","7.7","","","","N","0.5","1.6","3.8","14","","","","","14","","","15","","","","9","320","1020","423","355","0.8","57.6","24.4","3.4","","11.0","100","0","47","32","7","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","062403","507957","","203773","2","","6/24/2003","6/26/2003","PCP","","F7          12 24","DR MITCH JOHNS","","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY CHICO","CHICO CA 95929-0310","0-12","","","8.0","","","","N","0.72","0.5","10.9","39","","","","","39","","","7","","","","6","95","1520","828","262","0.6","23.7","6.5","1.4","","15.9","100","0","48","43","2","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","062403","507958","","203773","3","","6/24/2003","6/26/2003","PCP","","F7          24 36","DR MITCH JOHNS","","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY CHICO","CHICO CA 95929-0310","0-12","","","7.7","","","","N","0.68","1.2","13.1","47","","","","","47","","","13","","","","8","167","1320","689","276","0.7","44.5","10.0","2.3","","14.0","100","0","47","41","3","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","062403","507959","","203773","4","","6/24/2003","6/26/2003","PCP","","F7          36 48","DR MITCH JOHNS","","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY CHICO","CHICO CA 95929-0310","0-12","","","7.8","","","","N","0.6","0.8","10.2","37","","","","","37","","","15","","","","8","184","1220","600","276","0.7","40.5","11.5","2.5","","12.8","100","0","48","39","4","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","062403","507960","","203774","1","","6/24/2003","6/26/2003","PCP","","F8A         0 12","DR MITCH JOHNS","","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY CHICO","CHICO CA 95929-0310","0-12","","","8.5","","","","N","0.76","0.6","0.1","1","","","","","1","","","7","","","","7","110","900","387","778","0.7","36.2","36.3","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","062403","507961","","203774","2","","6/24/2003","6/26/2003","PCP","","F8A         12 24","DR MITCH JOHNS","","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY CHICO","CHICO CA 95929-0310","0-12","","","8.2","","","","N","0.82","0.1","4.3","15","","","","","15","","","2","","","","7","60","1280","609","544","0.4","19.0","7.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
